Name,Yelp Alias,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities,Yelp Rating,Review Count,Phone
Wilder,wilder-philadelphia-2,,,,,,,,,,https://www.exploretock.com/wilderphilly,"2009 Sansom St, Philadelphia, PA 19103",39.95147,-75.17402,https://www.wilderphilly.com,"['Pizza', 'American (New)', 'Seafood']",,228.0,,N,N,"['Rittenhouse Square', 'Penn Center']",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 9:00 PM,,4.5,52.0,54.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Trendy, Classy, Romantic, Upscale, Casual",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating, Private Dining",Dessert,,Full Bar,,,,
Winkel,winkel-philadelphia-4,,,,,,,,,,,"1119 Locust St, Philadelphia, PA 19107",39.947803,-75.160335,https://www.winkelphilly.com,"['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']",$$,339.0,,N,N,['Washington Square West'],9:00 AM - 2:00 PM,Closed,9:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,4.6,55.0,45.0,Bike Parking,,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Classy, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,"Provides reusable tableware, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Covered Outdoor Seating",,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Wishbone,wishbone-philadelphia-4,,,,,,,,,,,"210 S 13th St, Philadelphia, PA 19107",39.94839859,-75.16254425,http://wishbonephilly.com,"['Sandwiches', 'Cocktail Bars', 'Burgers']",$$,208.0,,N,N,"['Washington Square West', 'Avenue of the Arts South']",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 10:00 PM,,3.6,35.0,46.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Wm Mulherin's Sons,wm-mulherins-sons-philadelphia,,,,,,,,,,https://resy.com/cities/pha/wm-mulherins-sons,"1355 N Front St, Philadelphia, PA 19122",39.97171021,-75.13506317,http://www.wmmulherinssons.com,"['Pizza', 'Tapas/Small Plates', 'Cocktail Bars']",$$$,710.0,,N,N,['Fishtown'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,10:30 AM - 2:00 PM,10:30 AM - 2:00 PM,True,4.4,70.0,54.0,"Bike Parking, Private Lot Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Wood Street Pizza,wood-street-pizza-philadelphia,,,,,,,,,,,"325 N 12th St, Philadelphia, PA 19107",39.95843623,-75.1583432,https://www.woodstreetphilly.com,['Pizza'],$,166.0,,N,N,"['Callowhill', 'Spring Garden']",Closed,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 10:00 PM,,4.2,29.0,41.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi",,,
Woodrow's Sandwich Shop,woodrows-sandwich-shop-philadelphia,,,,,,,,,,,"630 South St, Philadelphia, PA 19147",39.94193268,-75.15319824,http://www.woodrowsandwich.com,"['Sandwiches', 'Cheesesteaks']",$$,442.0,,N,N,"['South Street District', 'Society Hill']",11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,,4.5,53.0,41.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options","Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,,Dinner,,Alcohol,"TV, Wi-Fi",,,
World Cafe Live,world-cafe-live-philadelphia,,,,,,,,,,,"3025 Walnut St, Philadelphia, PA 19104",39.9522,-75.18511,http://www.worldcafelive.com,"['Music Venues', 'American (New)', 'Bars']",$$,386.0,,N,N,['University City'],Closed,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,Closed,True,3.8,39.0,50.0,"Street Parking, Bike Parking, Private Lot Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Loud","Open to All, Wheelchair Accessible",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,Live Music,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Wrap Shack,wrap-shack-philadelphia-2,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#wrap-shack,"Margarita- Hornitos Tequila, agave, sour mix, lime
Strawberry Margarita- Hornitos Tequila, agave, sour mix, strawberry, lime",Rose,Yards IPA,"$5 Mozzarella sticks 
$6 Chips & salsa 
$8 2 Cajun Shrimp tacos",,,,,,"112 S 11th St., Philadelphia, PA 19107",39.94972645,-75.15892267,http://wrapshackpa.com,"['Wraps', 'Tacos', 'American (Traditional)']",$$,99.0,https://centercityphila.org/uploads/attachments/cjhrpskmz00b43mqdc7wnjsiv-wrapshack-21.734.0.3663.3663.full.jpg,Y,N,,4:00 PM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 12:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 11:00 PM,,3.5,32.0,57.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi",,,
Xiandu Thai,xiandu-thai-philadelphia,,,,,,,,,,,"1119 Walnut St, Philadelphia, PA 19107",39.9490585,-75.1598816,http://www.xianduthai.com,"['Thai', 'Bars']",$$,687.0,,N,N,,11:30 AM - 10:00 PM,Closed,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 10:00 PM,True,4.2,48.0,46.0,"Street Parking, Bike Parking","Wednesday, Friday, Saturday","Credit Cards, Android Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Xun Yu Si Kao,xun-yu-si-kao-philadelphia-2,,,,,,,,,,,"140 N 10th St, Philadelphia, PA 19107",39.954813,-75.156315,http://xyskusa.com,"['Seafood', 'Hot Pot', 'Chinese']",$$,139.0,,N,N,['Chinatown'],11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 11:00 PM,,3.9,40.0,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Trendy, Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Yakitori Boy,yakitori-boy-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#yakitori-boy,"Lychee Martini - Vodka, Lychee, Juice, Club Soda, Fresh, Lychee Fruit 
Lavender Margarita - Hornitos Blanco Tequila, Creme De Violette, Lavender Syrup, Fresh Lime & Splash of Sour 
Spicy Dragon Fruit Margarita - Hornitos Blanco Tequila, Dragon Fruit Puree, Infused Jalapeno Syrup, Fresh Lime & Sour, Garnish with Lime & Jalapeno 
Whiskey Boy - Whiskey, Aperol, Fresh Lime Juice, Cherry Bitters","Cabernet Sauvignon 
Merlot 
Pinot Noir 
Chardonnay 
Pinot Grigio 
White Zinfandel","Miller Lite (Bottle) 
Yards Brawler (Bottle) 
Michelob Ultra (Can) 
Yuengling Lager (Draft)","Hot Food 
Spicy Garlic Edamame | $5 
Pork Buns (2pc) | $6 
Seasoned Tots | $6 
Veggie Spring Roll | $3 
Pork Gyoza | $5 
Fried Chicken Wings | $7 
Skewers | $2 Choose from: Corn, Ribeye, Chicken, Broccoli, Pork Belly, Bacon & Quail Egg or Sausage & Broccoli 
SUSHI/ RAW 
Sushi Taco (pick 3) | $12 
Shrimp Tempura, Spicy Tuna, Lobster Salad, Salmon Avocado, Veggie 
(osinko, cucumber, avocado & crunch) 
Spicy Crispy Tuna Bites | $ 7 
(fried sushi rice, spicy tuna, jalapeno, tobiko, avocado & eel sauce) 
Mini Poke Bowl | $6 
Soft Shell Shrimp Roll | $9 
Sushi | $3  (4pc per roll) 
Philly Roll, Green Roll, Boston Roll, Spicy Crab Roll, California Roll, Shrimp Tempura Roll, Sweet Potato Roll",,,,,https://yakitoriboy.com/reservations/,"211 N 11th St, Philadelphia, PA 19107",39.955961,-75.1572716,http://www.yakitoriboy.com,"['Japanese', 'Karaoke', 'Sushi Bars']",$$,815.0,https://centercityphila.org/uploads/attachments/cj7lxlisw04pjioqdpiy3dyqg-yakitori-boy.66.0.1481.1481.full.jpg,Y,N,['Chinatown'],Closed,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 1:00 AM,11:30 AM - 1:00 AM,11:30 AM - 12:00 AM,,3.6,37.0,48.0,"Street Parking, Bike Parking, Garage Parking","Tuesday, Friday, Saturday","Credit Cards, Apple Pay",Asian-owned,Dinner,"Offers Delivery, Offers Takeout",Pescatarian Options,"Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,Karaoke,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Yamitsuki Ramen,yamitsuki-ramen-philadelphia,,,,,,,,,,,"1028 Arch St, Philadelphia, PA 19107",39.95341,-75.15749,,"['Ramen', 'Sushi Bars', 'Cocktail Bars']",$$,538.0,,N,N,"['Market East', 'Chinatown']",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 12:00 AM,11:30 AM - 12:00 AM,11:30 AM - 11:00 PM,True,3.7,38.0,48.0,"Street Parking, Bike Parking","Tuesday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options, Soy-Free Options","Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Yards Brewing Company,yards-brewing-company-philadelphia-3,,,,,,,,,,,"500 Spring Garden St, Philadelphia, PA 19123",39.96097062,-75.146908,http://yardsbrewing.com,"['Breweries', 'Venues & Event Spaces', 'American (New)']",$$,915.0,,N,N,"['Northern Liberties', 'Spring Garden']",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 10:00 PM,,4.3,51.0,52.0,"Street Parking, Bike Parking, Private Lot Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Military Discount",Vegetarian Options,"Classy, Loud","Open to All, Wheelchair Accessible, Gender-neutral restrooms",True,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Yi Fang Taiwan Fruit Tea,yi-fang-taiwan-fruit-tea-philadelphia,,,,,,,,,,,"1501 N Broad St, Philadelphia, PA 19122",39.97611874,-75.15709852,,['Bubble Tea'],,19.0,,N,N,['Avenue of the Arts North'],11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,4.4,50.0,28.0,"Street Parking, Private Lot Parking",,,,Dinner,"Offers Delivery, Offers Takeout",,,,,,,,,,,,,,
Yi Pin Restaurant,yi-pin-restaurant-philadelphia,,,,,,,,,,,"1026 Race St, Philadelphia, PA 19107",39.95523682,-75.1570234,http://yipinrestaurant.com,['Chinese'],$$,57.0,,N,N,['Chinatown'],4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,,4.2,46.0,48.0,Garage Parking,,,,Dinner,"Offers Delivery, Offers Takeout",,"Trendy, Casual",,,,,,,,Full Bar,TV,,,
Yummy Pho,yummy-pho-philadelphia,,,,,,,,,,,"2012 N Broad St, Philadelphia, PA 19121",39.9837599,-75.15718,https://yummy-pho.club,"['Vietnamese', 'Thai', 'Coffee & Tea']",$,84.0,,N,N,"['Templetown', 'Avenue of the Arts North']",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,Closed,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,Closed,,4.4,32.0,30.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Quiet",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi",,,
Zahav,zahav-philadelphia,,,,,,,,,,https://resy.com/cities/pha/zahav,"237 St James Pl, Philadelphia, PA 19106",39.94626115,-75.14513508,http://www.zahavrestaurant.com,['Middle Eastern'],$$$$,3380.0,,N,N,['Society Hill'],Closed,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,Closed,,4.6,100.0,55.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay",,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Casual, Moderate Noise",Gender-neutral restrooms,,"Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Zama,zama-philadelphia,,,,,,,,,,http://www.opentable.com/zama-reservations-philadelphia?restref=35728,"128 S 19th St, Philadelphia, PA 19103",39.95089722,-75.17240143,http://www.zamaphilly.com,"['Sushi Bars', 'Japanese']",$$$,623.0,,N,N,"['Rittenhouse Square', 'Penn Center']",12:00 PM - 2:30 PM,12:00 PM - 2:30 PM,12:00 PM - 2:30 PM,12:00 PM - 2:30 PM,12:00 PM - 2:30 PM,5:00 PM - 10:00 PM,5:00 PM - 9:00 PM,,3.8,58.0,34.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi",,,
Zesto Pizza & Grill,zesto-pizza-and-grill-philadelphia-2,,,,,,,,,,,"125 S 40th St, Philadelphia, PA 19104",39.95469632,-75.20232816,https://www.zestopizzaucity.com,"['Pizza', 'Burgers', 'Sandwiches']",$,137.0,,N,N,['University City'],11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,12:00 PM - 9:00 PM,Closed,,3.8,21.0,49.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",True,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating, Drive-Thru",Dinner,,Alcohol,"TV, Wi-Fi",,,
ZIG ZAG BBQ,zig-zag-bbq-philadelphia-2,,,,,,,,,,,"2111 E York St, Philadelphia, PA 19125",39.98229124,-75.12814276,http://www.zigzagbbq.com,['Barbeque'],,35.0,,N,N,,Closed,Closed,3:30 PM - 9:00 PM,3:30 PM - 9:00 PM,3:30 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 6:00 PM,,4.7,56.0,27.0,Street Parking,,,,Dinner,"Offers Takeout, Offers Catering",,"Trendy, Hipster, Casual, Moderate Noise",Wheelchair Accessible,,,,Covered Outdoor Seating,,,Beer and Wine Only,,,,
Zorba's Taverna,zorbas-taverna-philadelphia,,,,,,,,,,,"2230 Fairmount Ave, Philadelphia, PA 19130",39.96712,-75.1748999,https://zorbastavern.com,"['Greek', 'Mediterranean']",$$,557.0,,N,N,"['Fairmount', 'Art Museum District']",Closed,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,1:00 PM - 9:00 PM,,4.3,50.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise",,,"Plastic-free packaging, Provides reusable tableware",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Zuzu's Kitchen,zuzus-kitchen-philadelphia,,,,,,,,,,,"1500 Ridge Ave, Philadelphia, PA 19130",39.96789932,-75.16209412,,"['Pizza', 'Sandwiches', 'Salad']",$,128.0,,N,N,"['Francisville', 'Fairmount']",10:45 AM - 9:30 PM,10:45 AM - 9:30 PM,10:45 AM - 9:30 PM,10:45 AM - 9:30 PM,10:45 AM - 10:30 PM,10:45 AM - 10:30 PM,11:45 AM - 9:30 PM,,4.2,29.0,22.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Quiet",Gender-neutral restrooms,True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,Alcohol,"TV, Wi-Fi",,,
Air Grille at Dilworth Park,,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#air-grill-garden-dilworth-park,"Strawberry Kiwi Margarita - Triple Sec, Lime Juice, Strawberry and Kiwi Nectar, Hornitos Tequila
Maker's Sunrise - Ice Tea, Whiskey
Orange Creamsicle Fizz - Orange Seltzer, Vanilla Cream Soda, Vodka","Red Wine
White Wine","SIPS Summer Splash
76 & Sunny - Tropical Session IPA","Hot Dog
Cheddar Bacon Broccoli Bites
Cheesesteak Eggrolls (3)
Chicken Tenders and Fries
Crinkle Cut Fries (add cheese sauce +2)",,,,,,"1 S 15th St, Philadelphia, PA 19102",39.9531741,-75.1646835,http://dilworthpark.org/dining,['Parks'],,64.0,https://centercityphila.org/uploads/attachments/cl2g6kk37akpv01qdtay8rjw1-22-dilworth-rollerrink-grandopening-161.225.0.798.798.full.jpg,Y,N,"['Penn Center', 'Logan Square', 'Avenue of the Arts North']",6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,,4.2,46.0,67.0,Bike Parking,,,,Dinner,,,,,True,,,,,,,,,,
13 Patio,,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#13-patio,"Pineapple Frizz- Hornitos | Pineapple Juice| Simple Syrup | Club Soda & Lime
Blue Cosmo - Vodka | Blue Curacao | Lime Juice | Simple Syrup
Strawberry Spicy Margarita - Hornitos | Lime Juice | Agave Nectar | Fresh Jalapeno | Strawberries 
Blush Sangria - Blush Wine | Triple Sec  | Lime Juice |Simple Syrup |  Vodka  | Berries & Oranges","Woodbridge Chardonnay
Woodbridge Cabernet Sauvignon","Coors Light
Bud Light
Miller Light
Michelob Ultra","Deep Fried Chickpeas  $4
Scallions | Furikake Seasoning Grilled Lemon
Everything Pretzels $7                 
Horseradish Dill Cream Dip | Breakfast Radish Persian Cucumbers | Heirloom Carrots | Maldon Salt Crushed Pink Peppercorns
         
Kennett Square Mushroom Flatbread $7 
Truffle Tremor Cheese | Onion Jam | Radish | Arugula 
“Divine” Chicken and Waffles $7
Nashville Style Chicken | Liege Waffle | Whistle Pig Syrup
 Boozy Sorbet Flight $9              
 Macarons | 3 Seasonal Sorbets",,,,,https://www.opentable.com/thirteen-philadelphia-marriott,"1201 Market St., Philadelphia, PA 19107",39.952543,-75.16060408,http://philadelphiamarriottdowntown.ipoolside.com,,,4.0,https://centercityphila.org/uploads/attachments/cljxagw2g8wllypqdpgvc48a0-mc-phldt-13-outdoor-patio-11462.450.0.1800.1800.full.jpg,Y,N,['Market East'],6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,,2.8,18.0,56.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,Full Bar,"TV, Wi-Fi",,,
Miss Saigon Vietnamese Restaurant and Lounge,,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#miss-saigon,"Spicy Limeade - Hornitos Tequila, Condensed Milk, Lime Juice
Viet 75 - Gin, Lemongrass Syryp
Ha Long Bay Sunrise - Citron Vodka, Aperol, Lemon, Blood Orange","Red - Rubicone Sangiovese
White - Lujan de Cuyo Sauvignon Blanc
Rose - Sabine Aix-En-Provence Rose","Singha
Kirin Light
Lucky Buddha
Tiger
Hoegaarden","Braised Pork Belly Bao (2pc) - Quail eggs, pickled shallots, daikon,carrots, Thai chili aioli
Shrimp & Pork Spring Rolls (2pc) - Pork or Vegetarian
Saigon Grilled Skewers (2pc) - Beef, Chicken, Pork, or Tofu
Skinni Mini Bánh Mì (2pc) - Grilled Beef, Grilled Pork,Grilled Lemongrass Chicken, or Tofu
Bánh Khọt (3pc) - Savory mini pancakes with shrimp and pork. Vegetarian: Tofu & Mushrooms
Saigon Fries Misted With Fish Sauce - Served with coconut turmeric aioli.
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#miss-saigon,Participating in dinner only. Offering indoor dining. Closed Mondays and Tuesdays. Family style menu offered.,$45 dinner menu coming soon.,,https://www.opentable.com/restaurant/profile/1327078/reserve?ref=939,"1316 Walnut St, Philadelphia, PA 19107",39.94895255,-75.16287297,http://misssaigonphilly.com,,,,https://centercityphila.org/uploads/attachments/clr8br81l1xmwafqd70byzdba-miss-saigon.1.0.590.590.full.png,Y,Y,"['Avenue of the Arts South', 'Washington Square West']",,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,
aMuse,,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#amuse,"Mexican Mule ( Hibiscus Ginger Beer+ Ginger Beer+ lime Juice+ Simple Syrup + Hornitos Tequila)
Summer Love ( Lemon Vodka + Ginger Liqueur + Lemon + Simple Syrup)
Day Dreamin ( Bourbon+ Aperol + Mine Liquor + Lemon)
Red and White Sangria",Backhouse Wines and Trinity Oaks Wine,"Coors Light
Michelob Ultra
Yuengling Larger
Corona,","Chicken or Buffalo Egg Rolls with Ranch or Siracha Ketchup
Hummus Platter ( Grilled Pita and Crudité)
Giant Pub Pretzel with Stoney Brown Mustard and Honey Mustard
Rocky Wings with blue cheese or Ranch ( choice of Plain, Buffalo, BBQ)
Stay here after SIPS and get 15% off dinner!",,,,,,"1421 Arch St, Philadelphia, PA 19102",39.95493585,-75.16416239,http://amusephiladelphia.com,"['French', 'Bars']",$$$,161.0,https://centercityphila.org/uploads/attachments/clwrv58g337ao3xqd5lzfz8tc-md-phlmd-merphlmdre-217787.995.0.3590.3590.full.jpg,Y,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,
